,title,conference,year,paper_url
138,Truthfulness of Decision-Theoretic Calibration Measures,colt,2025,https://raw.githubusercontent.com/mlresearch/v291/main/assets/qiao25a/qiao25a.pdf
139,Generation through the lens of learning theory,colt,2025,https://raw.githubusercontent.com/mlresearch/v291/main/assets/raman25a/raman25a.pdf
140,Metric Clustering and Graph Optimization Problems using Weak Comparison Oracles,colt,2025,https://raw.githubusercontent.com/mlresearch/v291/main/assets/raychaudhury25a/raychaudhury25a.pdf
141,Computational-Statistical Tradeoffs at the Next-Token Prediction Barrier: Autoregressive and Imitation Learning under Misspecification (extended abstract),colt,2025,https://raw.githubusercontent.com/mlresearch/v291/main/assets/rohatgi25a/rohatgi25a.pdf
142,Necessary and Sufficient Oracles: Toward a Computational Taxonomy for Reinforcement Learning,colt,2025,https://raw.githubusercontent.com/mlresearch/v291/main/assets/rohatgi25b/rohatgi25b.pdf
143,Can a calibration metric be both testable and actionable?,colt,2025,https://raw.githubusercontent.com/mlresearch/v291/main/assets/rossellini25a/rossellini25a.pdf
144,Capacity-Constrained Online Learning with Delays: Scheduling Frameworks and Regret Trade-offs,colt,2025,https://raw.githubusercontent.com/mlresearch/v291/main/assets/ryabchenko25a/ryabchenko25a.pdf
145,Improved Offline Contextual Bandits with Second-Order Bounds: Betting and Freezing,colt,2025,https://raw.githubusercontent.com/mlresearch/v291/main/assets/ryu25a/ryu25a.pdf
146,New Lower Bounds for Non-Convex Stochastic Optimization through Divergence Decomposition,colt,2025,https://raw.githubusercontent.com/mlresearch/v291/main/assets/saad25a/saad25a.pdf
147,Depth Separations in Neural Networks: Separating the Dimension from the Accuracy,colt,2025,https://raw.githubusercontent.com/mlresearch/v291/main/assets/safran25a/safran25a.pdf
148,The late-stage training dynamics of (stochastic) subgradient descent on homogeneous neural networks,colt,2025,https://raw.githubusercontent.com/mlresearch/v291/main/assets/schechtman25a/schechtman25a.pdf
149,Private List Learnability vs. Online List Learnability,colt,2025,https://raw.githubusercontent.com/mlresearch/v291/main/assets/hanneke25d/hanneke25d.pdf
150,Testing Juntas and Junta Subclasses with Relative Error,colt,2025,https://raw.githubusercontent.com/mlresearch/v291/main/assets/chen25h/chen25h.pdf
151,Testing (Conditional) Mutual Information - Extended Abstract,colt,2025,https://raw.githubusercontent.com/mlresearch/v291/main/assets/seyfried25a/seyfried25a.pdf
152,The Pitfalls of Imitation Learning when Actions are Continuous,colt,2025,https://raw.githubusercontent.com/mlresearch/v291/main/assets/simchowitz25a/simchowitz25a.pdf
153,Community detection with the Bethe-Hessian,colt,2025,https://raw.githubusercontent.com/mlresearch/v291/main/assets/stephan25a/stephan25a.pdf
154,Non-convex matrix sensing: Breaking the quadratic rank barrier in the sample complexity Extended Abstract,colt,2025,https://raw.githubusercontent.com/mlresearch/v291/main/assets/stoger25a/stoger25a.pdf
155,Optimal Online Bookmaking for Any Number of Outcomes,colt,2025,https://raw.githubusercontent.com/mlresearch/v291/main/assets/tal25a/tal25a.pdf
156,Beyond propagation of chaos: A stochastic algorithm for mean field optimization,colt,2025,https://raw.githubusercontent.com/mlresearch/v291/main/assets/tankala25a/tankala25a.pdf
157,Optimal Scheduling of Dynamic Transport,colt,2025,https://raw.githubusercontent.com/mlresearch/v291/main/assets/tsimpos25a/tsimpos25a.pdf
158,Corrupted Learning Dynamics in Games,colt,2025,https://raw.githubusercontent.com/mlresearch/v291/main/assets/tsuchiya25a/tsuchiya25a.pdf
159,Learning shallow quantum circuits with many-qubit gates,colt,2025,https://raw.githubusercontent.com/mlresearch/v291/main/assets/vasconcelos25a/vasconcelos25a.pdf
160,Black-Box Reductions for Decentralized Online Convex Optimization in Changing Environments,colt,2025,https://raw.githubusercontent.com/mlresearch/v291/main/assets/wan25a/wan25a.pdf
161,Learning Compositional Functions with Transformers from Easy-to-Hard Data,colt,2025,https://raw.githubusercontent.com/mlresearch/v291/main/assets/wang25a/wang25a.pdf
162,Orthogonal Causal Calibration (Extended Abstract),colt,2025,https://raw.githubusercontent.com/mlresearch/v291/main/assets/whitehouse25a/whitehouse25a.pdf
163,Time-Uniform Self-Normalized Concentration for Vector-Valued Processes (Extended Abstract),colt,2025,https://raw.githubusercontent.com/mlresearch/v291/main/assets/whitehouse25b/whitehouse25b.pdf
164,Mixing Time of the Proximal Sampler in Relative Fisher Information via Strong Data Processing Inequality (Extended Abstract),colt,2025,https://raw.githubusercontent.com/mlresearch/v291/main/assets/wibisono25a/wibisono25a.pdf
165,Taking a Big Step: Large Learning Rates in Denoising Score Matching Prevent Memorization,colt,2025,https://raw.githubusercontent.com/mlresearch/v291/main/assets/wu25a/wu25a.pdf
