,title,paper_url,conference,year
114,CARMO: Dynamic Criteria Generation for Context Aware Reward Modelling,https://aclanthology.org/2025.findings-acl.114.pdf,acl-sidetracks,2025
115,SLAM-Omni: Timbre-Controllable Voice Interaction System with Single-Stage Training,https://aclanthology.org/2025.findings-acl.115.pdf,acl-sidetracks,2025
116,C2LEVA: Toward Comprehensive and Contamination-Free Language Model Evaluation,https://aclanthology.org/2025.findings-acl.116.pdf,acl-sidetracks,2025
117,Texts or Images? A Fine-grained Analysis on the Effectiveness of Input Representations and Models for Table Question Answering,https://aclanthology.org/2025.findings-acl.117.pdf,acl-sidetracks,2025
118,Adaptive-VP: A Framework for LLM-Based Virtual Patients that Adapts to Trainees’ Dialogue to Facilitate Nurse Communication Training,https://aclanthology.org/2025.findings-acl.118.pdf,acl-sidetracks,2025
119,Enhancing Multimodal Unified Representations for Cross Modal Generalization,https://aclanthology.org/2025.findings-acl.119.pdf,acl-sidetracks,2025
120,Domain Regeneration: How well do LLMs match syntactic properties of text domains?,https://aclanthology.org/2025.findings-acl.120.pdf,acl-sidetracks,2025
121,Structural Deep Encoding for Table Question Answering,https://aclanthology.org/2025.findings-acl.121.pdf,acl-sidetracks,2025
122,MPL: Multiple Programming Languages with Large Language Models for Information Extraction,https://aclanthology.org/2025.findings-acl.122.pdf,acl-sidetracks,2025
123,Self-Critique Guided Iterative Reasoning for Multi-hop Question Answering,https://aclanthology.org/2025.findings-acl.123.pdf,acl-sidetracks,2025
124,Anchored Answers: Unravelling Positional Bias in GPT-2’s Multiple-Choice Questions,https://aclanthology.org/2025.findings-acl.124.pdf,acl-sidetracks,2025
125,Failing Forward: Improving Generative Error Correction for ASR with Synthetic Data and Retrieval Augmentation,https://aclanthology.org/2025.findings-acl.125.pdf,acl-sidetracks,2025
126,LTRAG: Enhancing Autoformalization and Self-refinement for Logical Reasoning with Thought-Guided RAG,https://aclanthology.org/2025.findings-acl.126.pdf,acl-sidetracks,2025
127,Eta-WavLM: Efficient Speaker Identity Removal in Self-Supervised Speech Representations Using a Simple Linear Equation,https://aclanthology.org/2025.findings-acl.127.pdf,acl-sidetracks,2025
128,MathCoder-VL: Bridging Vision and Code for Enhanced Multimodal Mathematical Reasoning,https://aclanthology.org/2025.findings-acl.128.pdf,acl-sidetracks,2025
129,MlingConf: A Comprehensive Study of Multilingual Confidence Estimation on Large Language Models,https://aclanthology.org/2025.findings-acl.129.pdf,acl-sidetracks,2025
130,COMPKE: Complex Question Answering under Knowledge Editing,https://aclanthology.org/2025.findings-acl.130.pdf,acl-sidetracks,2025
131,RaaS: Reasoning-Aware Attention Sparsity for Efficient LLM Reasoning,https://aclanthology.org/2025.findings-acl.131.pdf,acl-sidetracks,2025
132,One-for-All Pruning: A Universal Model for Customized Compression of Large Language Models,https://aclanthology.org/2025.findings-acl.132.pdf,acl-sidetracks,2025
133,CLaMP 3: Universal Music Information Retrieval Across Unaligned Modalities and Unseen Languages,https://aclanthology.org/2025.findings-acl.133.pdf,acl-sidetracks,2025
134,PFDial: A Structured Dialogue Instruction Fine-tuning Method Based on UML Flowcharts,https://aclanthology.org/2025.findings-acl.134.pdf,acl-sidetracks,2025
135,Listening to Patients: Detecting and Mitigating Patient Misreport in Medical Dialogue System,https://aclanthology.org/2025.findings-acl.135.pdf,acl-sidetracks,2025
136,Do Language Models Understand the Cognitive Tasks Given to Them? Investigations with the N-Back Paradigm,https://aclanthology.org/2025.findings-acl.136.pdf,acl-sidetracks,2025
137,Graph-guided Cross-composition Feature Disentanglement for Compositional Zero-shot Learning,https://aclanthology.org/2025.findings-acl.137.pdf,acl-sidetracks,2025
138,Training Long-Context LLMs Efficiently via Chunk-wise Optimization,https://aclanthology.org/2025.findings-acl.138.pdf,acl-sidetracks,2025
139,Revisiting LoRA through the Lens of Parameter Redundancy: Spectral Encoding Helps,https://aclanthology.org/2025.findings-acl.139.pdf,acl-sidetracks,2025
140,CODEMENV: Benchmarking Large Language Models on Code Migration,https://aclanthology.org/2025.findings-acl.140.pdf,acl-sidetracks,2025
141,A Case Study of Cross-Lingual Zero-Shot Generalization for Classical Languages in LLMs,https://aclanthology.org/2025.findings-acl.141.pdf,acl-sidetracks,2025
142,BrainECHO: Semantic Brain Signal Decoding through Vector-Quantized Spectrogram Reconstruction for Whisper-Enhanced Text Generation,https://aclanthology.org/2025.findings-acl.142.pdf,acl-sidetracks,2025
143,Progressive LoRA for Multimodal Continual Instruction Tuning,https://aclanthology.org/2025.findings-acl.143.pdf,acl-sidetracks,2025
144,ARC ‘Challenge’ Is Not That Challenging,https://aclanthology.org/2025.findings-acl.144.pdf,acl-sidetracks,2025
145,Cross-Lingual Transfer of Debiasing and Detoxification in Multilingual LLMs: An Extensive Investigation,https://aclanthology.org/2025.findings-acl.145.pdf,acl-sidetracks,2025
146,Tracr-Injection: Distilling Algorithms into Pre-trained Language Models,https://aclanthology.org/2025.findings-acl.146.pdf,acl-sidetracks,2025
147,Model Performance-Guided Evaluation Data Selection for Effective Prompt Optimization,https://aclanthology.org/2025.findings-acl.147.pdf,acl-sidetracks,2025
148,Revisiting Weak-to-Strong Generalization in Theory and Practice: Reverse KL vs. Forward KL,https://aclanthology.org/2025.findings-acl.148.pdf,acl-sidetracks,2025
149,Stories that (are) Move(d by) Markets: A Causal Exploration of Market Shocks and Semantic Shifts across Different Partisan Groups,https://aclanthology.org/2025.findings-acl.149.pdf,acl-sidetracks,2025
150,NetSafe: Exploring the Topological Safety of Multi-agent System,https://aclanthology.org/2025.findings-acl.150.pdf,acl-sidetracks,2025
