,title,authors,paper_url
422,Binary SqueezeNet: Enhancing Parameter Efficiency in Binary Neural Networks,"['Salih Atabey', 'Erdem Akagündüz']",https://openaccess.thecvf.com/content/ICCV2025W/BiVision/papers/Atabey_Binary_SqueezeNet_Enhancing_Parameter_Efficiency_in_Binary_Neural_Networks_ICCVW_2025_paper.pdf
423,Probabilistic dynamic quantization for memory constrained devices,"['Gabriele Santini', 'Francesco Paissan', 'Elisabetta Farella']",https://openaccess.thecvf.com/content/ICCV2025W/BiVision/papers/Santini_Probabilistic_dynamic_quantization_for_memory_constrained_devices_ICCVW_2025_paper.pdf
424,Exploiting Information Redundancy in Attention Maps for Extreme Quantization of Vision Transformers,"['Lucas Maisonnave', 'Karim Haroun', 'Tom Pegeot']",https://openaccess.thecvf.com/content/ICCV2025W/BiVision/papers/Maisonnave_Exploiting_Information_Redundancy_in_Attention_Maps_for_Extreme_Quantization_of_ICCVW_2025_paper.pdf
425,MoPEQ: Mixture of Mixed Precision Quantized Experts,"['Krishna Teja Chitty-Venkata', 'Jie Ye', 'Murali Emani']",https://openaccess.thecvf.com/content/ICCV2025W/BiVision/papers/Chitty-Venkata_MoPEQ_Mixture_of_Mixed_Precision_Quantized_Experts_ICCVW_2025_paper.pdf
426,Smart Routing for Multimodal Video Retrieval: When to Search What,['Kevin Dela Rosa'],https://openaccess.thecvf.com/content/ICCV2025W/MRR%202025/papers/Dela_Rosa_Smart_Routing_for_Multimodal_Video_Retrieval_When_to_Search_What_ICCVW_2025_paper.pdf
427,Chrono: A Simple Blueprint for Representing Time in MLLMs,"['Boris Meinardus', 'Hector G. Rodriguez', 'Anil Batra', 'Anna Rohrbach', 'Marcus Rohrbach']",https://openaccess.thecvf.com/content/ICCV2025W/MRR%202025/papers/Meinardus_Chrono_A_Simple_Blueprint_for_Representing_Time_in_MLLMs_ICCVW_2025_paper.pdf
428,IRR-LMM: Improving On-demand Retail Recommendation with Large Multi-Modal Models,"['Yihao Zhao', 'Nan Lai', 'Xiaoming Li', 'Xu Yan', 'Wenhao Deng', 'Hujiang Huang', 'Shuai Zhang', 'Wei Lin']",https://openaccess.thecvf.com/content/ICCV2025W/MRR%202025/papers/Zhao_IRR-LMM_Improving_On-demand_Retail_Recommendation_with_Large_Multi-Modal_Models_ICCVW_2025_paper.pdf
429,MIND-RAG: Multimodal Context-Aware and Intent-Aware Retrieval-Augmented Generation for Educational Publications,"['Jiayang Yu', 'Yuxi Xie', 'Guixuan Zhang', 'Jie Liu', 'Zhi Zeng', 'Ying Huang', 'Shuwu Zhang']",https://openaccess.thecvf.com/content/ICCV2025W/MRR%202025/papers/Yu_MIND-RAG_Multimodal_Context-Aware_and_Intent-Aware_Retrieval-Augmented_Generation_for_Educational_Publications_ICCVW_2025_paper.pdf
430,"Rate-Distortion Limits for Multimodal Retrieval: Theory, Optimal Codes, and Finite-Sample Guarantees",['Thomas Y. Chen'],https://openaccess.thecvf.com/content/ICCV2025W/MRR%202025/papers/Chen_Rate-Distortion_Limits_for_Multimodal_Retrieval_Theory_Optimal_Codes_and_Finite-Sample_ICCVW_2025_paper.pdf
431,Document Haystack: A Long Context Multimodal Image/Document Understanding Vision LLM Benchmark,"['Goeric Huybrechts', 'Srikanth Ronanki', 'Sai Muralidhar Jayanthi', 'Jack Fitzgerald', 'Srinivasan Veeravanallur']",https://openaccess.thecvf.com/content/ICCV2025W/MRR%202025/papers/Huybrechts_Document_Haystack_A_Long_Context_Multimodal_ImageDocument_Understanding_Vision_LLM_ICCVW_2025_paper.pdf
432,Med-GRIM: Enhanced Zero-Shot Medical VQA using prompt-embedded Multimodal Graph RAG,"['Rakesh Raj Madavan', 'Akshat Kaimal', 'Hashim Faisal', 'Chandrakala S']",https://openaccess.thecvf.com/content/ICCV2025W/MRR%202025/papers/Madavan_Med-GRIM_Enhanced_Zero-Shot_Medical_VQA_using_prompt-embedded_Multimodal_Graph_RAG_ICCVW_2025_paper.pdf
433,Refining Skewed Perceptions in Vision-Language Contrastive Models through Visual Representations,"['Haocheng Dai', 'Sarang Joshi']",https://openaccess.thecvf.com/content/ICCV2025W/MRR%202025/papers/Dai_Refining_Skewed_Perceptions_in_Vision-Language_Contrastive_Models_through_Visual_Representations_ICCVW_2025_paper.pdf
434,Visual Adaptive Prompting for Compositional Zero-Shot Learning,"['Kyle Stein', 'Andrew Arash Mahyari', 'Guillermo Francia', 'Eman El-Sheikh']",https://openaccess.thecvf.com/content/ICCV2025W/MRR%202025/papers/Stein_Visual_Adaptive_Prompting_for_Compositional_Zero-Shot_Learning_ICCVW_2025_paper.pdf
435,Towards Reporting Bias in Visual-Language Datasets: Bi-modal Data Augmentation by Decoupling Object-Attribute Association,"['Qiyu Wu', 'Mengjie Zhao', 'Yutong He', 'Lang Huang', 'Junya Ono', 'Hiromi Wakaki', 'Yuki Mitsufuji']",https://openaccess.thecvf.com/content/ICCV2025W/MRR%202025/papers/Wu_Towards_Reporting_Bias_in_Visual-Language_Datasets_Bi-modal_Data_Augmentation_by_ICCVW_2025_paper.pdf
436,Global-to-Local or Local-to-Global? Enhancing Image Retrieval with Efficient Local Search and Effective Global Re-ranking,"['Dror Aiger', 'Bingyi Cao', 'Kaifeng Chen', 'Andre Araujo']",https://openaccess.thecvf.com/content/ICCV2025W/MRR%202025/papers/Aiger_Global-to-Local_or_Local-to-Global_Enhancing_Image_Retrieval_with_Efficient_Local_Search_ICCVW_2025_paper.pdf
437,Enhancing Circuit Diagram Understanding via Near Sight Correction Using VLMs,"['Shreyas Kulkarni', 'Vivek Kumar', 'Remish Leonard Minz', 'Munender Varshney', 'Thiruvengadam Samon', 'Abhishek Mitra', 'Nikhil Kulkarni', 'Nilanjan Chakravortty', 'Prateek Mital', 'Kingshuk Banerjee']",https://openaccess.thecvf.com/content/ICCV2025W/MMFM/papers/Kulkarni_Enhancing_Circuit_Diagram_Understanding_via_Near_Sight_Correction_Using_VLMs_ICCVW_2025_paper.pdf
438,Audio-Visual LLM for Video Understanding,"['Fangxun Shu', 'Lei Zhang', 'Hao Jiang', 'Cihang Xie']",https://openaccess.thecvf.com/content/ICCV2025W/MMFM/papers/Shu_Audio-Visual_LLM_for_Video_Understanding_ICCVW_2025_paper.pdf
439,LLaVA-MORE: A Comparative Study of LLMs and Visual Backbones for Enhanced Visual Instruction Tuning,"['Federico Cocchi', 'Nicholas Moratelli', 'Davide Caffagni', 'Sara Sarto', 'Lorenzo Baraldi', 'Marcella Cornia', 'Rita Cucchiara']",https://openaccess.thecvf.com/content/ICCV2025W/MMFM/papers/Cocchi_LLaVA-MORE_A_Comparative_Study_of_LLMs_and_Visual_Backbones_for_ICCVW_2025_paper.pdf
440,Low-Rank Prompt Adaptation for Open-Vocabulary Object Detection,"['Zekun Zhang', 'Vu Quang Truong', 'Minh Hoai']",https://openaccess.thecvf.com/content/ICCV2025W/MMFM/papers/Zhang_Low-Rank_Prompt_Adaptation_for_Open-Vocabulary_Object_Detection_ICCVW_2025_paper.pdf
441,CobraVPS: Code Template Optimization for Better Question Reasoning Accuracy with Visual Program Synthesis,"['Jiajing Chen', 'Xiu Zhang', 'Yang Li', 'Renyu Zhang', 'Yujie Dong', 'Senem Velipasalar', 'Jing Zhang']",https://openaccess.thecvf.com/content/ICCV2025W/MMFM/papers/Chen_CobraVPS_Code_Template_Optimization_for_Better_Question_Reasoning_Accuracy_with_ICCVW_2025_paper.pdf
442,GLAD: Generalizable Tuning for Vision-Language Models,"['Yuqi Peng', 'Pengfei Wang', 'Jianzhuang Liu', 'Shifeng Chen']",https://openaccess.thecvf.com/content/ICCV2025W/MMFM/papers/Peng_GLAD_Generalizable_Tuning_for_Vision-Language_Models_ICCVW_2025_paper.pdf
443,TULIP: Contrastive Image-Text Learning With Richer Vision Understanding,"['Zineng Tang', 'Long Lian', 'Seun Eisape', 'Xudong Wang', 'Roei Herzig', 'Adam Yala', 'Alane Suhr', 'Trevor Darrell', 'David M. Chan']",https://openaccess.thecvf.com/content/ICCV2025W/MMFM/papers/Tang_TULIP_Contrastive_Image-Text_Learning_With_Richer_Vision_Understanding_ICCVW_2025_paper.pdf
444,A Plug-and-Play Approach for Robust Image Editing in Text-to-Image Diffusion Models,"['Hyunwook Jo', 'Jiseung Maeng', 'Jun Hyung Park', 'Namhyuk Ahn', 'In Kyu Park']",https://openaccess.thecvf.com/content/ICCV2025W/MMFM/papers/Jo_A_Plug-and-Play_Approach_for_Robust_Image_Editing_in_Text-to-Image_Diffusion_ICCVW_2025_paper.pdf
445,Learning by Taking Notes: Memory-Guided Continual Learning for Generative Multimodal Models,"['Yanhui Guo', 'Chenghuan Guo', 'Yan Gao', 'Yi Sun']",https://openaccess.thecvf.com/content/ICCV2025W/MMFM/papers/Guo_Learning_by_Taking_Notes_Memory-Guided_Continual_Learning_for_Generative_Multimodal_ICCVW_2025_paper.pdf
446,Uncertainty-Aware ControlNet: Bridging Domain Gaps with Synthetic Image Generation,"['Joshua Niemeijer', 'Jan Ehrhardt', 'Heinz Handels', 'Hristina Uzunova']",https://openaccess.thecvf.com/content/ICCV2025W/MMFM/papers/Niemeijer_Uncertainty-Aware_ControlNet_Bridging_Domain_Gaps_with_Synthetic_Image_Generation_ICCVW_2025_paper.pdf
447,MORFI: Mutimodal Zero-Shot Reasoning for Financial Time-Series Inference,"['Tina Khezresmaeilzadeh', 'Parsa Razmara', 'Mohammad Erfan Sadeghi', 'Seyedarmin Azizi', 'Erfan Baghaei Potraghloo']",https://openaccess.thecvf.com/content/ICCV2025W/MMFM/papers/Khezresmaeilzadeh_MORFI_Mutimodal_Zero-Shot_Reasoning_for_Financial_Time-Series_Inference_ICCVW_2025_paper.pdf
448,Evaluating Variance in Visual Question Answering Benchmarks,['Nikitha SR'],https://openaccess.thecvf.com/content/ICCV2025W/MMFM/papers/SR_Evaluating_Variance_in_Visual_Question_Answering_Benchmarks_ICCVW_2025_paper.pdf
449,Vocabulary-free Fine-grained Visual Recognition via Enriched Contextually Grounded Vision-Language Model,"['Dmitry Demidov', 'Muhammad Zaigham Zaheer', 'Omkar Thawakar', 'Salman Khan', 'Fahad Shahbaz Khan']",https://openaccess.thecvf.com/content/ICCV2025W/MMFM/papers/Demidov_Vocabulary-free_Fine-grained_Visual_Recognition_via_Enriched_Contextually_Grounded_Vision-Language_Model_ICCVW_2025_paper.pdf
450,CoT-Pose: Chain-of-Thought Reasoning for 3D Pose Generation from Abstract Prompts,"['Junuk Cha', 'Jihyeon Kim']",https://openaccess.thecvf.com/content/ICCV2025W/MMFM/papers/Cha_CoT-Pose_Chain-of-Thought_Reasoning_for_3D_Pose_Generation_from_Abstract_Prompts_ICCVW_2025_paper.pdf
451,What Holds Back Open-Vocabulary Segmentation?,"['Josip Šarić', 'Ivan Martinović', 'Matej Kristan', 'Siniša Šegvić']",https://openaccess.thecvf.com/content/ICCV2025W/MMFM/papers/Saric_What_Holds_Back_Open-Vocabulary_Segmentation_ICCVW_2025_paper.pdf
452,Strefer: Empowering Video LLMs with Space-Time Referring and Reasoning via Synthetic Instruction Data,"['Honglu Zhou', 'Xiangyu Peng', 'Shrikant Kendre', 'Michael S Ryoo', 'Silvio Savarese', 'Caiming Xiong', 'Juan Carlos Niebles']",https://openaccess.thecvf.com/content/ICCV2025W/MMFM/papers/Zhou_Strefer_Empowering_Video_LLMs_with_Space-Time_Referring_and_Reasoning_via_ICCVW_2025_paper.pdf
453,Infusing fine-grained visual knowledge to Vision-Language Models,"['Nikolaos-Antonios Ypsilantis', 'Kaifeng Chen', 'Andre Araujo', 'Ondrej Chum']",https://openaccess.thecvf.com/content/ICCV2025W/MMFM/papers/Ypsilantis_Infusing_fine-grained_visual_knowledge_to_Vision-Language_Models_ICCVW_2025_paper.pdf
454,Mitigating Language Confusion for Multimodal Foundation Models via Confusion-Aware Preference Optimization Pipeline,"['Seunghyun Hwang', 'Sungjun Lim', 'Soyeon Shin', 'Hyun-Geun Kim', 'Jungwon Lim', 'Juncheol Kim', 'Byungseok Kang', 'Daewoo Myoung']",https://openaccess.thecvf.com/content/ICCV2025W/MMFM/papers/Hwang_Mitigating_Language_Confusion_for_Multimodal_Foundation_Models_via_Confusion-Aware_Preference_ICCVW_2025_paper.pdf
455,Automated C-Arm Positioning via Conformal Landmark Localization,"['Ahmad Arrabi', 'Jay Hwasung Jung', 'Jax Luo', 'Nathan Franssen', 'Scott B. Raymond', 'Safwan Wshah']",https://openaccess.thecvf.com/content/ICCV2025W/APAH/papers/Arrabi_Automated_C-Arm_Positioning_via_Conformal_Landmark_Localization_ICCVW_2025_paper.pdf
456,TAGS: 3D Tumor-Adaptive Guidance for SAM,"['Sirui Li', 'Linkai Peng', 'Zheyuan Zhang', 'Gorkem Durak', 'Ulas Bagci']",https://openaccess.thecvf.com/content/ICCV2025W/APAH/papers/Li_TAGS_3D_Tumor-Adaptive_Guidance_for_SAM_ICCVW_2025_paper.pdf
457,Best Foot Forward: Robust Foot Reconstruction in-the-wild,"['Kyle Fogarty', 'Jing Yang', 'Chayan Kumar Patodi', 'Jack Foster', 'Aadi Bhanti', 'Steven Chacko', 'Cengiz Oztireli', 'Ujwal Bonde']",https://openaccess.thecvf.com/content/ICCV2025W/APAH/papers/Fogarty_Best_Foot_Forward_Robust_Foot_Reconstruction_in-the-wild_ICCVW_2025_paper.pdf
458,Evaluating and Improving the Effectiveness of Synthetic Chest X-Rays for Medical Image Analysis,"['Eva Prakash', 'Jeya Maria Jose Valanarasu', 'Zhihong Chen', 'Eduardo Pontes Reis', 'Andrew Johnston', 'Anuj Pareek', 'Christian Bluethgen', 'Sergios Gatidis', 'Cameron Olsen', 'Akshay S Chaudhari', 'Andrew Y. Ng', 'Curtis Langlotz']",https://openaccess.thecvf.com/content/ICCV2025W/APAH/papers/Prakash_Evaluating_and_Improving_the_Effectiveness_of_Synthetic_Chest_X-Rays_for_ICCVW_2025_paper.pdf
459,MAPS: A Morphology-Aware PPE Segmentation Framework for Healthcare Settings,"['Wanzhao Yang', 'Syed Anwar', 'Beomseok Park', 'Sifan Yuan', 'Aleksandra Sarcevic', 'Marius G. Linguraru', 'Randall S. Burd', 'Ivan Marsic']",https://openaccess.thecvf.com/content/ICCV2025W/APAH/papers/Yang_MAPS_A_Morphology-Aware_PPE_Segmentation_Framework_for_Healthcare_Settings_ICCVW_2025_paper.pdf
460,Learning Generalizable Diabetic Retinopathy Grading by Decoupled State Space Decoding,"['Jingjun Yi', 'Qi Bi', 'Hao Zheng', 'Haolan Zhan', 'Wei Ji', 'Huimin Huang', 'Yuexiang Li', 'Xian Wu', 'Yefeng Zheng']",https://openaccess.thecvf.com/content/ICCV2025W/APAH/papers/Yi_Learning_Generalizable_Diabetic_Retinopathy_Grading_by_Decoupled_State_Space_Decoding_ICCVW_2025_paper.pdf
461,UltraNBA Neural Bundle Adjustment for Pose Refinement in 3D Freehand Ultrasound,"['V. Bugra Yesilkaynak', 'Vanessa Gonzalez Duque', 'Magdalena Wysocki', 'Mohammad Farid Azampour', 'Nassir Navab', 'Diana Mateus']",https://openaccess.thecvf.com/content/ICCV2025W/APAH/papers/Yesilkaynak_UltraNBA_Neural_Bundle_Adjustment_for_Pose_Refinement_in_3D_Freehand_ICCVW_2025_paper.pdf
462,Towards a New Copyright Paradigm for Generative AI: Bridging Human-Machine Creativity Through Legal and Policy Reform,"['Daiwon Hyun', 'Sunho Park', 'Eutteum Kim']",https://openaccess.thecvf.com/content/ICCV2025W/WCCA/papers/Hyun_Towards_a_New_Copyright_Paradigm_for_Generative_AI_Bridging_Human-Machine_ICCVW_2025_paper.pdf
463,Style Composition within Distinct LoRA modules for Traditional Art - ICCVW 2025 Paper,"['Jaehyun Lee', 'Wonhark Park', 'Wonsik Shin', 'Hyunho Lee', 'Hyoung Min Na', 'Nojun Kwak']",https://openaccess.thecvf.com/content/ICCV2025W/WCCA/papers/Lee_Style_Composition_within_Distinct_LoRA_modules_for_Traditional_Art_-_ICCVW_2025_paper.pdf
464,Lost in Translation: A Position Paper on Probing Cultural Bias in Vision-Language Models via Hanbok VQA,"['Hyeokjun Lee', 'Jeonghyo Song', 'Geonhui Jang', 'Youngjoon Yoo']",https://openaccess.thecvf.com/content/ICCV2025W/WCCA/papers/Lee_Lost_in_Translation_A_Position_Paper_on_Probing_Cultural_Bias_ICCVW_2025_paper.pdf
465,"Preservation vs. Fabrication: An Ethical Framework of Consent, Transparency, and Integrity for Posthumous AI Art",['Xiantao Zhang'],https://openaccess.thecvf.com/content/ICCV2025W/WCCA/papers/Zhang_Preservation_vs._Fabrication_An_Ethical_Framework_of_Consent_Transparency_and_ICCVW_2025_paper.pdf
466,HaSPeR: An Image Repository for Hand Shadow Puppet Recognition,"['Syed Rifat Raiyan', 'Zibran Zarif Amio', 'Sabbir Ahmed']",https://openaccess.thecvf.com/content/ICCV2025W/WCCA/papers/Raiyan_HaSPeR_An_Image_Repository_for_Hand_Shadow_Puppet_Recognition_ICCVW_2025_paper.pdf
467,K-StyleLoRA: Information-Guided Image Generation via Selective Feature Learning,"['Soyoung Lee', 'Hyoungseo Cho', 'Myungjoo Kang', 'YoungJoon Yoo']",https://openaccess.thecvf.com/content/ICCV2025W/WCCA/papers/Lee_K-StyleLoRA_Information-Guided_Image_Generation_via_Selective_Feature_Learning_ICCVW_2025_paper.pdf
468,WCCA-AK: A Multimodal Dataset of Andre Kim's Fashion Legacy for AI-Driven Cultural Heritage Research,"['Seongyeon Oh', 'Soyoung Lee', 'Hyeon Seong Jeong', 'Sangwoo Jo', 'Jin Young Kim', 'Yeonseo Choi', 'YoungJoon Yoo', 'Taehoon Kim']",https://openaccess.thecvf.com/content/ICCV2025W/WCCA/papers/Oh_WCCA-AK_A_Multimodal_Dataset_of_Andre_Kims_Fashion_Legacy_for_ICCVW_2025_paper.pdf
469,Visual Design from Cultural Heritage through Inpainting-based Restoration,"['Jungmin Lee', 'Jongwon Choi']",https://openaccess.thecvf.com/content/ICCV2025W/WCCA/papers/Lee_Visual_Design_from_Cultural_Heritage_through_Inpainting-based_Restoration_ICCVW_2025_paper.pdf
470,A Proposed XR-based Digital Framework for Nakhwa-nori: Preserving Regional Traditional Festivals and Addressing Safety and Environmental Barrier,"['Hatnim Kim', 'Geonwoo Song', 'Seungryeol Eom', 'Seungkwan Choi']",https://openaccess.thecvf.com/content/ICCV2025W/WCCA/papers/Kim_A_Proposed_XR-based_Digital_Framework_for_Nakhwa-nori_Preserving_Regional_Traditional_ICCVW_2025_paper.pdf
471,FashionRNA: Interactive Reimagination of Fashion Heritage,"['Haneol Kim', 'Jonghwan Bae', 'Seonwoo Shin', 'Sanghun Park']",https://openaccess.thecvf.com/content/ICCV2025W/WCCA/papers/Kim_FashionRNA_Interactive_Reimagination_of_Fashion_Heritage_ICCVW_2025_paper.pdf
472,From Static to Dynamic: a Survey of Topology-Aware Perception \\ in Autonomous Driving,"['Yixiao Chen', 'Ruining Yang', 'Xin Chen', 'Jia He', 'Dongliang Xu', 'Yue Yao']",https://openaccess.thecvf.com/content/ICCV2025W/WDFM-AD/papers/Chen_From_Static_to_Dynamic_a_Survey_of_Topology-Aware_Perception__ICCVW_2025_paper.pdf
473,TinyBEV: Cross-Modal Knowledge Distillation for Efficient Multi-Task Bird's-Eye-View Perception and Planning,"['Reeshad Khan', 'John Gauch']",https://openaccess.thecvf.com/content/ICCV2025W/WDFM-AD/papers/Khan_TinyBEV_Cross-Modal_Knowledge_Distillation_for_Efficient_Multi-Task_Birds-Eye-View_Perception_and_ICCVW_2025_paper.pdf
474,NuScenes-SpatialQA: A Spatial Understanding and Reasoning Benchmark for Vision-Language Models in Autonomous Driving,"['Kexin Tian', 'Jingrui Mao', 'Yunlong Zhang', 'Jiwan Jiang', 'Yang Zhou', 'Zhengzhong Tu']",https://openaccess.thecvf.com/content/ICCV2025W/WDFM-AD/papers/Tian_NuScenes-SpatialQA_A_Spatial_Understanding_and_Reasoning_Benchmark_for_Vision-Language_Models_ICCVW_2025_paper.pdf
475,Analyzing Closed-loop Training Techniques for Realistic Traffic Agent Models in Autonomous Highway Driving Simulations,"['Matthias Bitzer', 'Reinis Cimurs', 'Benjamin Coors', 'Johannes Goth', 'Sebastian Ziesche', 'Philipp Geiger', 'Maximilian Naumann']",https://openaccess.thecvf.com/content/ICCV2025W/WDFM-AD/papers/Bitzer_Analyzing_Closed-loop_Training_Techniques_for_Realistic_Traffic_Agent_Models_in_ICCVW_2025_paper.pdf
476,Distillation Improves Visual Place Recognition for Low Quality Images,"['Anbang Yang', 'Ge Jin', 'Junjie Huang', 'Yao Wang', 'John-Ross Rizzo', 'Chen Feng']",https://openaccess.thecvf.com/content/ICCV2025W/WDFM-AD/papers/Yang_Distillation_Improves_Visual_Place_Recognition_for_Low_Quality_Images_ICCVW_2025_paper.pdf
477,SafeRoute: Enhancing Traffic Scene Understanding via a Unified Deep Learning and Multimodal LLM,"['Ankit Kumar Shaw', 'Chandan Kumar Sah', 'Xiaoli Lian', 'Arsalan Shahid Baig', 'Tuopu Wen', 'Kun Jiang', 'Mengmeng Yang', 'Diange Yang', 'Li Zhang']",https://openaccess.thecvf.com/content/ICCV2025W/WDFM-AD/papers/Shaw_SafeRoute_Enhancing_Traffic_Scene_Understanding_via_a_Unified_Deep_Learning_ICCVW_2025_paper.pdf
478,Cross-Camera Module Training of Raw Sensor Data-Based Automotive Machine Vision: Challenges and Solutions,"['Setareh Kian', 'Shannon Brooks-Lehnert', 'Keigo Hirakawa']",https://openaccess.thecvf.com/content/ICCV2025W/WDFM-AD/papers/Kian_Cross-Camera_Module_Training_of_Raw_Sensor_Data-Based_Automotive_Machine_Vision_ICCVW_2025_paper.pdf
479,SynSHRP2: A Synthetic Multimodal Benchmark for Driving Safety-critical Events Derived from Real-world Driving Data,"['Liang Shi', 'Boyu Jiang', 'Zhenyuan Yuan', 'Miguel A. Perez', 'Feng Guo']",https://openaccess.thecvf.com/content/ICCV2025W/WDFM-AD/papers/Shi_SynSHRP2_A_Synthetic_Multimodal_Benchmark_for_Driving_Safety-critical_Events_Derived_ICCVW_2025_paper.pdf
480,A Survey on Vision-Language-Action Models for Autonomous Driving,"['Sicong Jiang', 'Zilin Huang', 'Kangan Qian', 'Ziang Luo', 'Tianze Zhu', 'Yang Zhong', 'Yihong Tang', 'Menglin Kong', 'Yunlong Wang', 'Siwen Jiao', 'Hao Ye', 'Zihao Sheng', 'Xin Zhao', 'Tuopu Wen', 'Zheng Fu', 'Sikai Chen', 'Kun Jiang', 'Diange Yang', 'Seongjin Choi', 'Lijun Sun']",https://openaccess.thecvf.com/content/ICCV2025W/WDFM-AD/papers/Jiang_A_Survey_on_Vision-Language-Action_Models_for_Autonomous_Driving_ICCVW_2025_paper.pdf
481,Lattice-allocated Real-time Line Segment Feature Detection and Tracking Using Only an Event-based Camera,"['Mikihiro Ikura', 'Arren Glover', 'Masayoshi Mizuno', 'Chiara Bartolozzi']",https://openaccess.thecvf.com/content/ICCV2025W/NeVi/papers/Ikura_Lattice-allocated_Real-time_Line_Segment_Feature_Detection_and_Tracking_Using_Only_ICCVW_2025_paper.pdf
482,Comparing Representations for Event Camera-based Visual Object Tracking,"['Oussama Abdul Hay', 'Sara Alansari', 'Mohamad Alansari', 'Yahya Zweiri']",https://openaccess.thecvf.com/content/ICCV2025W/NeVi/papers/Hay_Comparing_Representations_for_Event_Camera-based_Visual_Object_Tracking_ICCVW_2025_paper.pdf
483,Drone Detection with Event Cameras,"['Gabriele Magrini', 'Lorenzo Berlincioni', 'Federico Becattini', 'Luca Cultrera', 'Pietro Pala']",https://openaccess.thecvf.com/content/ICCV2025W/NeVi/papers/Magrini_Drone_Detection_with_Event_Cameras_ICCVW_2025_paper.pdf
484,GraphEnet: Event-driven Human Pose Estimation with a Graph Neural Network,"['Gaurvi Goyal', 'Pham Cong Thuong', 'Arren Glover', 'Masayoshi Mizuno', 'Chiara Bartolozzi']",https://openaccess.thecvf.com/content/ICCV2025W/NeVi/papers/Goyal_GraphEnet_Event-driven_Human_Pose_Estimation_with_a_Graph_Neural_Network_ICCVW_2025_paper.pdf
485,Quantifying Accuracy of an Event-Based Star Tracker via Earth's Rotation,"['Dennis Melamed', 'Connor Hashemi', 'Scott McCloskey']",https://openaccess.thecvf.com/content/ICCV2025W/NeVi/papers/Melamed_Quantifying_Accuracy_of_an_Event-Based_Star_Tracker_via_Earths_Rotation_ICCVW_2025_paper.pdf
486,Event-driven Robust Fitting on Neuromorphic Hardware,"['Tam Ngoc-Bang Nguyen', 'Anh-Dzung Doan', 'Zhipeng Cai', 'Tat-Jun Chin']",https://openaccess.thecvf.com/content/ICCV2025W/NeVi/papers/Nguyen_Event-driven_Robust_Fitting_on_Neuromorphic_Hardware_ICCVW_2025_paper.pdf
487,Event-based Spinning Object SLAM,"['Ethan Elms', 'Yasir Latif', 'Tat-Jun Chin']",https://openaccess.thecvf.com/content/ICCV2025W/NeVi/papers/Elms_Event-based_Spinning_Object_SLAM_ICCVW_2025_paper.pdf
488,SIS-Challenge: Event-based Spatio-temporal Instance Segmentation Challenge at the CVPR 2025 Event-based Vision Workshop,"['Friedhelm Hamann', 'Emil Mededovic', 'Fabian Gülhan', 'Yuli Wu', 'Johannes Stegmaier', 'Jing He', 'Yiqing Wang', 'Kexin Zhang', 'Lingling Li', 'Licheng Jiao', 'Mengru Ma', 'Honxiang Huang', 'Yuhao Yan', 'Hongwei Ren', 'Xiaopeng Lin', 'Yulong Huang', 'Bojun Cheng', 'Se Hyun Lee', 'Gyu Sung Ham', 'Kanghan Oh', 'Gi Hyun Lim', 'Boxuan Yang', 'Bowen Du', 'Guillermo Gallego']",https://openaccess.thecvf.com/content/ICCV2025W/NeVi/papers/Hamann_SIS-Challenge_Event-based_Spatio-temporal_Instance_Segmentation_Challenge_at_the_CVPR_2025_ICCVW_2025_paper.pdf
489,Enhancing Event-Based Optical Camera Communication Via Dynamic Timing Correction,"['Matthew Howard', 'Keigo Hirakawa']",https://openaccess.thecvf.com/content/ICCV2025W/NeVi/papers/Howard_Enhancing_Event-Based_Optical_Camera_Communication_Via_Dynamic_Timing_Correction_ICCVW_2025_paper.pdf
490,Toward Low-SWaP Cognitive Agents: Neuromorphic Intelligence and FPGA-Based Deployments of Event Neural Networks,"['Trevor Bihl', 'Rajashree Majumder', 'Zhewei Wang', 'Avinash Karanth', 'Jundong Liu']",https://openaccess.thecvf.com/content/ICCV2025W/NeVi/papers/Bihl_Toward_Low-SWaP_Cognitive_Agents_Neuromorphic_Intelligence_and_FPGA-Based_Deployments_of_ICCVW_2025_paper.pdf
491,Neural Ganglion Sensors: Learning Task-specific Event Cameras Inspired by the Neural Circuit of the Human Retina,"['Haley M. So', 'Gordon Wetzstein']",https://openaccess.thecvf.com/content/ICCV2025W/NeVi/papers/So_Neural_Ganglion_Sensors_Learning_Task-specific_Event_Cameras_Inspired_by_the_ICCVW_2025_paper.pdf
492,Exploring spatial-temporal dynamics in event-based facial micro-expression analysis,"['Nicolas Mastropasqua', 'Ignacio Bugueno-Cordova', 'Rodrigo Verschae', 'Daniel Acevedo', 'Pablo Negri', 'Maria Elena Buemi']",https://openaccess.thecvf.com/content/ICCV2025W/NeVi/papers/Mastropasqua_Exploring_spatial-temporal_dynamics_in_event-based_facial_micro-expression_analysis_ICCVW_2025_paper.pdf
493,DEIO: Deep Event Inertial Odometry,"['Weipeng Guan', 'Fuling Lin', 'Peiyu Chen', 'Peng Lu']",https://openaccess.thecvf.com/content/ICCV2025W/NeVi/papers/Guan_DEIO_Deep_Event_Inertial_Odometry_ICCVW_2025_paper.pdf
